GI	V2	len	db	Plastic
SRR6837560_spa_contigs_553637_1	582	194	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_553637_1	582	194	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_553637_1	582	194	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_553637_1	582	194	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_569316_1	573	191	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_569316_1	573	191	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_569316_1	573	191	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_569316_1	573	191	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_588518_1	504	168	WP_085690612.1	PET
SRR6837560_spa_contigs_621375_1	546	182	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_621375_1	546	182	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_621375_1	546	182	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_621375_1	546	182	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_630899_1	540	180	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_630899_1	540	180	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_630899_1	540	180	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_630899_1	540	180	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_645860_1	534	178	AAN70570.1	PHAs
SRR6837560_spa_contigs_648095_1	531	177	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_648095_1	531	177	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_648095_1	531	177	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_648095_1	531	177	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_648307_1	531	177	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_648307_1	531	177	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_648307_1	531	177	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_648307_1	531	177	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_649984_1	534	178	AAN70570.1	PHAs
SRR6837560_spa_contigs_686692_1	516	172	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_686692_1	516	172	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_686692_1	516	172	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_686692_1	516	172	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_707440_1	507	169	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_707440_1	507	169	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_707440_1	507	169	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_707440_1	507	169	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_708280_1	504	168	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_708280_1	504	168	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_708280_1	504	168	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_708280_1	504	168	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_737993_1	468	156	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_737993_1	468	156	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_737993_1	468	156	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_737993_1	468	156	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_738849_1	495	165	AMW89397.1	PBAT
SRR6837560_spa_contigs_749129_1	429	143	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_749129_1	429	143	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_749129_1	429	143	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_749129_1	429	143	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_752046_1	489	163	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_752046_1	489	163	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_752046_1	489	163	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_752046_1	489	163	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_753313_1	486	162	AOA73724.1	PVA
SRR6837560_spa_contigs_765858_1	483	161	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_765858_1	483	161	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_765858_1	483	161	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_765858_1	483	161	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_790264_1	477	159	AOA73724.1	PVA
SRR6837560_spa_contigs_881647_1	453	151	AYO90679.1	PE
SRR6837560_spa_contigs_950947_1	441	147	AAN70570.1	PHAs
SRR6837560_spa_contigs_975010_1	441	147	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_975010_1	441	147	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_975010_1	441	147	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_975010_1	441	147	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_1023547_1	432	144	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_1023547_1	432	144	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_1023547_1	432	144	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_1023547_1	432	144	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_1044691_1	429	143	AAN70570.1	PHAs
SRR6837560_spa_contigs_1055672_1	429	143	AAN70570.1	PHAs
SRR6837560_spa_contigs_1067195_1	351	117	AMW89397.1	PBAT
SRR6837560_spa_contigs_1212673_1	408	136	AYO90679.1	PE
SRR6837560_spa_contigs_1229795_1	405	135	WP_085690612.1	PET
SRR6837560_spa_contigs_1498056_1	345	115	WP_085690612.1	PET
SRR6837561_spa_contigs_3781_6	1425	475	POM09750.1	PU
SRR6837561_spa_contigs_9074_9	864	288	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_9074_9	864	288	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_9074_9	864	288	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_9074_9	864	288	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_12630_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_12630_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_12630_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_12630_2	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_28511_5	987	329	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_28511_5	987	329	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_28511_5	987	329	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_28511_5	987	329	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_29582_1	864	288	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_29582_1	864	288	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_29582_1	864	288	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_29582_1	864	288	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_50729_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837561_spa_contigs_50729_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837561_spa_contigs_50729_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837561_spa_contigs_50729_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837561_spa_contigs_87689_2	831	277	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_87689_2	831	277	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_87689_2	831	277	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_87689_2	831	277	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_103151_2	1431	477	BAA19791.1	PHAs
SRR6837561_spa_contigs_103151_2	1431	477	BAA19791.1	PEA
SRR6837561_spa_contigs_103151_2	1431	477	BAA19791.1	PES
SRR6837561_spa_contigs_114951_1	594	198	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837561_spa_contigs_114951_1	594	198	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837561_spa_contigs_114951_1	594	198	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837561_spa_contigs_114951_1	594	198	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837561_spa_contigs_136937_2	831	277	AAQ72538.1	PCL
SRR6837561_spa_contigs_136937_2	831	277	AAQ72538.1	PHAs
SRR6837561_spa_contigs_146233_2	783	261	POM09750.1	PU
SRR6837561_spa_contigs_155378_2	459	153	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_155378_2	459	153	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_155378_2	459	153	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_155378_2	459	153	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_164404_2	654	218	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_164404_2	654	218	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_164404_2	654	218	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_164404_2	654	218	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_165108_1	870	290	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_165108_1	870	290	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_165108_1	870	290	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_165108_1	870	290	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_166829_2	612	204	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_166829_2	612	204	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_166829_2	612	204	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_166829_2	612	204	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_170628_1	465	155	WP_085690612.1	PET
SRR6837561_spa_contigs_182155_1	534	178	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837561_spa_contigs_182155_1	534	178	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837561_spa_contigs_182155_1	534	178	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837561_spa_contigs_182155_1	534	178	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837561_spa_contigs_192069_1	1104	368	POM09750.1	PU
SRR6837561_spa_contigs_234330_2	891	297	POM09750.1	PU
SRR6837561_spa_contigs_271937_2	696	232	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_271937_2	696	232	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_271937_2	696	232	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_271937_2	696	232	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_290283_1	921	307	AAF66684.1	PU
SRR6837561_spa_contigs_310411_2	762	254	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_310411_2	762	254	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_310411_2	762	254	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_310411_2	762	254	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_314088_1	978	326	AAY92471.1	PU
SRR6837561_spa_contigs_321748_1	927	309	POM09750.1	PU
SRR6837561_spa_contigs_374561_1	585	195	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
SRR6837561_spa_contigs_455629_1	585	195	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_455629_1	585	195	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_455629_1	585	195	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_455629_1	585	195	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_482191_1	780	260	POM09750.1	PU
SRR6837561_spa_contigs_534136_1	396	132	WP_085690612.1	PET
SRR6837561_spa_contigs_543119_1	699	233	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_543119_1	699	233	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_543119_1	699	233	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_543119_1	699	233	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_557528_1	684	228	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_557528_1	684	228	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_557528_1	684	228	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_557528_1	684	228	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_658404_2	378	126	WP_085690612.1	PET
SRR6837561_spa_contigs_736893_1	561	187	WP_085690612.1	PET
SRR6837561_spa_contigs_739678_1	627	209	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837561_spa_contigs_739678_1	627	209	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837561_spa_contigs_739678_1	627	209	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837561_spa_contigs_739678_1	627	209	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837561_spa_contigs_778438_1	570	190	WP_085690612.1	PET
SRR6837561_spa_contigs_795887_1	543	181	AAN70570.1	PHAs
SRR6837561_spa_contigs_825378_1	594	198	AAN70570.1	PHAs
SRR6837561_spa_contigs_896191_1	540	180	WP_085690612.1	PET
SRR6837561_spa_contigs_896626_1	570	190	AAD03553.1	PAE
SRR6837561_spa_contigs_897822_1	435	145	WP_085690612.1	PET
SRR6837561_spa_contigs_914176_1	564	188	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_914176_1	564	188	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_914176_1	564	188	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_914176_1	564	188	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_1030987_1	528	176	AMW89397.1	PBAT
SRR6837561_spa_contigs_1067661_1	498	166	AAN70570.1	PHAs
SRR6837561_spa_contigs_1077008_1	513	171	AYO90679.1	PE
SRR6837561_spa_contigs_1131613_1	498	166	WP_085690612.1	PET
SRR6837561_spa_contigs_1209804_1	480	160	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_1209804_1	480	160	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_1209804_1	480	160	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_1209804_1	480	160	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_1214580_1	417	139	AMW89397.1	PBAT
SRR6837561_spa_contigs_1236900_1	474	158	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837561_spa_contigs_1236900_1	474	158	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837561_spa_contigs_1236900_1	474	158	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837561_spa_contigs_1236900_1	474	158	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837561_spa_contigs_1334115_1	342	114	WP_085690612.1	PET
SRR6837561_spa_contigs_1381229_1	456	152	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837561_spa_contigs_1381229_1	456	152	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837561_spa_contigs_1381229_1	456	152	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837561_spa_contigs_1381229_1	456	152	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837561_spa_contigs_1430587_1	450	150	AYO90679.1	PE
SRR6837561_spa_contigs_1530747_1	441	147	AYO90679.1	PE
SRR6837561_spa_contigs_1553386_1	438	146	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837561_spa_contigs_1553386_1	438	146	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837561_spa_contigs_1553386_1	438	146	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837561_spa_contigs_1553386_1	438	146	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837561_spa_contigs_1710539_1	423	141	00061||Alkane_hydroxylase||Pseudomonas_sp.||PE	PE
SRR6837561_spa_contigs_1725571_1	423	141	WP_085690612.1	PET
SRR6837561_spa_contigs_1959835_1	372	124	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
SRR6837562_spa_contigs_49877_1	522	174	WP_085690612.1	PET
SRR6837562_spa_contigs_66963_2	852	284	AAN70570.1	PHAs
SRR6837562_spa_contigs_70155_2	1638	546	AAD22743.1	PU
SRR6837562_spa_contigs_120029_2	528	176	WP_085690612.1	PET
SRR6837562_spa_contigs_147499_2	1014	338	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837562_spa_contigs_147499_2	1014	338	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837562_spa_contigs_147499_2	1014	338	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837562_spa_contigs_147499_2	1014	338	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837562_spa_contigs_148686_1	747	249	AAN70570.1	PHAs
SRR6837562_spa_contigs_237425_1	504	168	WP_085690612.1	PET
SRR6837562_spa_contigs_280944_2	825	275	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837562_spa_contigs_280944_2	825	275	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837562_spa_contigs_280944_2	825	275	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837562_spa_contigs_280944_2	825	275	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837562_spa_contigs_282126_1	1041	347	POM09750.1	PU
SRR6837562_spa_contigs_342368_1	843	281	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837562_spa_contigs_342368_1	843	281	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837562_spa_contigs_342368_1	843	281	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837562_spa_contigs_342368_1	843	281	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837562_spa_contigs_385553_1	609	203	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837562_spa_contigs_385553_1	609	203	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837562_spa_contigs_385553_1	609	203	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837562_spa_contigs_385553_1	609	203	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837562_spa_contigs_399120_1	591	197	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837562_spa_contigs_399120_1	591	197	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
